Service Request,Status URL,Status,Request Date,Description
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002490&type=new_cs180226204420&viewRole=,DPU000002490,,2018-10-31-9:16-pm,Light bulb is out. street light is at entrance to alley next to 208 S Mulberry.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002489&type=new_cs180226204420&viewRole=,DPU000002489,,2018-10-31-9:06-pm,Street light alternates off and on. It seems like it remains off more than on. Very periodic. The pole is numbered WA70 and also has a red triangle with the numbers 28026.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002488&type=new_cs180226204420&viewRole=,DPU000002488,,2018-10-31-8:30-pm,Just not working.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000011238&type=new_cs180301154109&viewRole=,DPW000011238,,2018-10-31-6:24-pm,Pothole on Sheppard that keeps growing.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000011234&type=new_cs180301154109&viewRole=,DPW000011234,Assigned,2018-10-31-5:03-pm,Road is washed away from erosion and rain. Extremely large sinkhole. Appears very dangerous. See Case #s 122603 and 123496.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000011233&type=new_cs180301154109&viewRole=,DPW000011233,,2018-10-31-5:02-pm,"Pothole in the left lane right before the intersection (I believe it is where I pinned, but close if not right there)."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000011232&type=new_cs180221194656&viewRole=,DPW000011232,Assigned,2018-10-31-4:54-pm,Pruning of tree on Grove and Clarke. Branch hanging over roof needs to be pruned back.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000011231&type=new_cs180301154109&viewRole=,DPW000011231,Assigned,2018-10-31-4:51-pm,Bricks out of place causing tripping sidewalk located on 11th and Marshall St please investigate asap.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002487&type=new_cs180228155543&viewRole=,DPU000002487,Assigned,2018-10-31-4:46-pm,There is a sinkhole on the block of 2501 Redwood St. Constituent contact information is Vincent 2501 Redwood Ave.; 878-8023 n vinscott88@gmail.com. DPU can follow up directly with him..
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000011228&type=new_cs180301154109&viewRole=,DPW000011228,,2018-10-31-4:39-pm,resident is calling because there is a pot hole at this location. that needs to be fixed asap. they are doing road work in that area and he wants to know if those guys can come and fix it.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002486&type=new_cs180226204420&viewRole=,DPU000002486,,2018-10-31-4:24-pm,3 lights out near address.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000011225&type=new_cs180221194656&viewRole=,DPW000011225,Assigned,2018-10-31-4:16-pm,There are large rotten limbs on the two trees in front of my house . Limbs have been falling but it is a matter of time that the large limbs fall on a car or a person.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000011222&type=new_cs180301154109&viewRole=,DPW000011222,,2018-10-31-3:55-pm,pot hole located at the sw corner of forest hill and jahnke rd.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000011220&type=new_cs180301154109&viewRole=,DPW000011220,,2018-10-31-3:55-pm,There are 1 Large pothole and several smalls potholes please investigate asap. A1B1.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000011219&type=new_cs180220201343&viewRole=,DPW000011219,Assigned,2018-10-31-3:53-pm,Caller requests a ramp at the corner of Monstrose and Walton..
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000011218&type=new_cs180301154109&viewRole=,DPW000011218,,2018-10-31-3:52-pm,"Potholes 2, curbing issue, trash at vacant house."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=RPD000000385&type=new_cs180327173138&viewRole=,RPD000000385,,2018-10-31-3:52-pm,The Swansboro Neighborhood as recently been vandalized with new tags. RRHA's Stovall Place sign was tagged and several retaining walls. '55' has been fairly inactive. Maybe someone who has been released??.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000011216&type=new_cs180221194656&viewRole=,DPW000011216,Assigned,2018-10-31-3:40-pm,"The tree In front of our house has a big branch that’s falling out. This poses a safety hazard. Please remove as soon as you can. Thank you, Sara Silk. 4507 Cutshaw Ave. cell phone 917-570-6773."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000011214&type=new_cs180301154109&viewRole=,DPW000011214,,2018-10-31-3:16-pm,Pothole Bunting at Patterson.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000011213&type=new_cs180301154109&viewRole=,DPW000011213,,2018-10-31-3:11-pm,"Caller (VDOT) wants to report a pot hole on Chippenham Pkwy, heading north as you approach the exit for Forest Hill East."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002485&type=new_cs180228212904&viewRole=,DPU000002485,Assigned,2018-10-31-3:04-pm,the basin has sunk and the sidewalk has sunk
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002484&type=new_cs180221191708&viewRole=,DPU000002484,,2018-10-31-3:00-pm,This is only a test for a new streetlight at 2225 E. Main Street.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000011209&type=new_cs180221194032&viewRole=,DPW000011209,Assigned,2018-10-31-2:45-pm,Several missing cobblestones thus creating a huge hole in the alley to the right of the restaurant.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000011208&type=new_cs180301154109&viewRole=,DPW000011208,,2018-10-31-2:26-pm,"Please fix the two 1 foot deep potholes, one in each lane of Chippenham Northbound at the first Forest Hill Exit heading back into town. They are very deep and are growing. They will cause a flat tire or an accident and have been there for over 3 months! ."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002483&type=new_cs180226204420&viewRole=,DPU000002483,,2018-10-31-2:25-pm,All lights out 1500 block Hanover Ave @ Park Ave.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000011207&type=new_cs180221192758&viewRole=,DPW000011207,Assigned,2018-10-31-2:05-pm,"Remove tree/brush debris from property located at 2617 Stratford Road, 23225. Debris are piled at the front (street) side of the property."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=RPD000000384&type=new_cs180529151322&viewRole=,RPD000000384,,2018-10-31-1:58-pm,Car has been abandoned in same spot for months with deflated tires. Toyota Camry License plate number - XFS 6753.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000011204&type=new_cs180301154109&viewRole=,DPW000011204,,2018-10-31-1:53-pm,In the right hand lane heading southbound. Two large pot holes.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000011203&type=new_cs180301154109&viewRole=,DPW000011203,,2018-10-31-1:52-pm,"Potholes are located on Orcutt Lane up to ,Broadrock Blvd. and Hull St. A1B1."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000011201&type=new_cs180301154109&viewRole=,DPW000011201,,2018-10-31-1:48-pm,Pothole at intersection of Porter and w 30th. West 30th poorly maintained between semmes and Bainbridge.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002481&type=new_cs180228212904&viewRole=,DPU000002481,Assigned,2018-10-31-1:39-pm,"There is a section of the drainage ditch that is almost totally full of dirt/gravel, blocking it from getting to the basin."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000011200&type=new_cs180301154109&viewRole=,DPW000011200,,2018-10-31-1:38-pm,Potholes located one Columbia St. one on Atwell Dr. and Brady St. they are huge. please investigate asap. A1B1.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000011198&type=new_cs180220201343&viewRole=,DPW000011198,Assigned,2018-10-31-1:33-pm,The VCU RamRide Lot A bus stop location creates unsafe conditions both riders and pedestrians and needs to be relocated.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000011197&type=new_cs180301154109&viewRole=,DPW000011197,,2018-10-31-1:31-pm,There are 3 to 4 potholes at this location in the middle of the street in the same area please investigate A1B2.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000011193&type=new_cs180301154109&viewRole=,DPW000011193,,2018-10-31-1:10-pm,Caller states someone put sand/gravel in the pot holes but it has been eroding out and the holes are getting bigger - she requests to have the pot holes properly filled..
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000011192&type=new_cs180221192758&viewRole=,DPW000011192,Assigned,2018-10-31-1:08-pm,"green wheelbarrow, Honda mower."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000011191&type=new_cs180220201343&viewRole=,DPW000011191,Assigned,2018-10-31-1:08-pm,The 2 tree wells at these addresses are too small to support full grown trees. One currently has a large tree and the tree well needs to be enlarged to support the tree. The second tree well is currently empty and is due to be planted this fall by the City of Richmond Adopt a Tree. I have been told that this tree well needs to be enlarged to support the long life of the tree.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000011187&type=new_cs180221192758&viewRole=,DPW000011187,Assigned,2018-10-31-12:13-pm,Some cone head just left a large sofa on the sidewalk in front of my house. Request immediate pickup; this is a hazard and an eyesore.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000011186&type=new_cs180301154109&viewRole=,DPW000011186,,2018-10-31-12:10-pm,there are at 5 at least large potholes starting at 1198 parkwood and going up 100 Parkwood ave this is one way street.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000011185&type=new_cs180301154109&viewRole=,DPW000011185,Assigned,2018-10-31-12:03-pm,"the sidewalk is crumbling is made out of different material of the stretch is concrete, brick and rocks start at 1000 parkwood ave to 1198 parkwood ave."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000011184&type=new_cs180221194656&viewRole=,DPW000011184,Assigned,2018-10-31-11:48-am,"here is a bush that is blocking the sidewalk, and needs to be trimmed."
