Service Request URL,Service Request,Status,Request Date,Description,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006651&type=new_cs180301154109&viewRole=,DPW000006651,Assigned,"August 31, 2018 10:22 am",Tree stump and roots are damaging the sidewalk and causing the sidewalk to lift and crack and the curbing around the side walk and the stump is cracked up and some missing,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006650&type=new_cs180301154109&viewRole=,DPW000006650,Completed,"August 31, 2018 10:21 am","there is a pothole about 8"" in the street.",,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=PDR000001190&type=new_cs180301161330&viewRole=,PDR000001190,Completed,"August 31, 2018 10:11 am",there is a white Ford License plate VUV4192,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006647&type=new_cs180221190731&viewRole=,DPW000006647,Assigned,"August 31, 2018 9:57 am","office number 335-5060. in Scotts addition there are cars rapped around the curbs, they are parking in the middle of the street, citizen parks the wrong way on the street. the 1800 block of Mactavish street is not marked. the road was parallel parking now you have to pull in to park. citizen has almost be hit tree times because people flying out Apartments. there needs to be directional and no parking signs. placed .trucks can not make deliveries",,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000001377&type=new_cs180301150531&viewRole=,DPU000001377,Assigned,"August 31, 2018 9:57 am",There is a pot hole cover missing over the storm water drain at my apartment community. I have been calling to get this resolved since July with no action taken. I would like to be contacted by a supervisor.,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006645&type=new_cs180221192758&viewRole=,DPW000006645,Completed,"August 31, 2018 9:52 am","Nasty! Wednesday, Sanitation workers left this nasty, festering bag of trash in our alley to feed the rats and give maggots a place to grow. I’ve reported this twice before. See request # DPW000 6458, DPW00006588. Someone needs to explain to the sanitation workers that the trash goes IN the truck, not in the streets. There’s a litter problem in this neighborhood, and now I’m beginning to see that the culprit is actually the people who are being paid to pick it up! I’ll be calling the health department and the mayors office next.",,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006644&type=new_cs180221194656&viewRole=,DPW000006644,Assigned,"August 31, 2018 9:46 am","There is a dead loblolly pine tree along my property line and the street on city property that needs to be removed. The tree is at the corner of 42nd Street and Smithdeal, across from Forest Hill Park.",,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006643&type=new_cs180221190731&viewRole=,DPW000006643,Assigned,"August 31, 2018 9:45 am",People who walk down my street to the corner store are constantly littering. If you could provide a city trash can and no litter sign we'd really appreciate it!!!,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006642&type=new_cs180221194656&viewRole=,DPW000006642,Assigned,"August 31, 2018 9:35 am",Caller states there is a tree that has fallen in the street; there is a fire station across the street; needs to be removed,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006640&type=new_cs180221194423&viewRole=,DPW000006640,Assigned,"August 31, 2018 8:54 am",wants to have the speed hump sign moved down because they are going to be working on the side walk and they dont want them to knock it down.,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006639&type=new_cs180221194032&viewRole=,DPW000006639,Completed,"August 31, 2018 8:50 am",Please remove gravel in the alley that's blocking the drainage causing standing water. A1B1,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=RPD000000246&type=new_cs180529151322&viewRole=,RPD000000246,Completed,"August 31, 2018 8:41 am",Black Toyota Camry with lots of stickers - LP VFL7930 - parked at the intersection W Clay St and Summit Ave. The vehicle appears to have been in an accident.,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006637&type=new_cs180301154109&viewRole=,DPW000006637,Completed,"August 31, 2018 8:37 am",Pothole located in the street in front of this location need to be repair asap. A1B1,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006635&type=new_cs180221192758&viewRole=,DPW000006635,Assigned,"August 31, 2018 8:33 am",Trash and furniture in the alley,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000001376&type=new_cs180226204420&viewRole=,DPU000001376,Completed,"August 31, 2018 8:33 am",Blinking Light at address 1712 Dinwiddie Ave,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000001375&type=new_cs180226204420&viewRole=,DPU000001375,Completed,"August 31, 2018 8:31 am",All alley lights are out at 100 W. Grace,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000001374&type=new_cs180226204420&viewRole=,DPU000001374,Completed,"August 31, 2018 8:21 am",Alley light behind address is out.,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006633&type=new_cs180221194656&viewRole=,DPW000006633,Completed,"August 31, 2018 8:11 am",Communications called and stated that there is a tree down blocking the road,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006631&type=new_cs180221194656&viewRole=,DPW000006631,Assigned,"August 31, 2018 8:07 am",Communications called and stated that there is a tree down blocking the road,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006629&type=new_cs180221194656&viewRole=,DPW000006629,Assigned,"August 31, 2018 7:50 am",Tree branch down in middle of road but still in tree.,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006628&type=new_cs180221194032&viewRole=,DPW000006628,Assigned,"August 31, 2018 7:29 am",Giant pothole behind 3319 Ellwood Ave in alley. This is behind a daycare where lots of traffic goes. Causing damage to cars and is breeding ground for mosquitos,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006627&type=new_cs180221194251&viewRole=,DPW000006627,Completed,"August 31, 2018 7:09 am",Red light at the corner of 6th and road,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006626&type=new_cs180221194251&viewRole=,DPW000006626,Completed,"August 31, 2018 1:08 am",Green light housing is missing from the light,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006625&type=new_cs180221194251&viewRole=,DPW000006625,Completed,"August 31, 2018 1:00 am",Green light of the signal is missing.,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006624&type=new_cs180221194656&viewRole=,DPW000006624,Assigned,"August 30, 2018 10:24 pm",Several of the trees planted in the median on Belmont Rd are dead and need to be removed and replaced,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006623&type=new_cs180301154109&viewRole=,DPW000006623,Completed,"August 30, 2018 7:18 pm",Pothole appears to be next to a previous pothole repair. This is worse at night because of the dim street lights on this block.,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006622&type=new_cs180221194457&viewRole=,DPW000006622,Assigned,"August 30, 2018 7:04 pm","This is my second report of overgrown trees and weeds obstructing view at intersection of Dorset Road and Walmsley Blvd. My first request was submitted June 25 and assigned June 25. Request number 1264. In the more than 60 days since then, the vegetation has gotten even more overgrown and now obstructs the view so badly that cars exiting Dorset Road have to pull into the Walmsley Blvd travel lane to get a clear view of oncoming traffic from the west. This needs immediate attention.",,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000001373&type=new_cs180226204420&viewRole=,DPU000001373,Completed,"August 30, 2018 7:01 pm","I don’t know whether or not this is an issue with the timing of the lights with surrounding ones, or if drivers are knowingly running red lights, but I’ve noticed a sharp and statistically significant increase in red light runners at this intersection in the last couple of months. I think drivers in the west-bound turn lane are seeing the green light at the next intersection (even though their light is red), and believe they have the right of way. This has been happening for years, but the frequency has increased. The drivers in the east-bound lane are running the light, but not sure why. I haven’t noticed this particular trend until recently. I have been driving through this intersection for ten years. I am terrified every time I drive through, especially because people park very close to the curb and it’s difficult or impossible to see on-coming traffic.",,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=RPD000000245&type=new_cs180529151350&viewRole=,RPD000000245,Completed,"August 30, 2018 6:47 pm","Hello. People are parking their cars at the intersection of colonial and Kensington, as well as colonial between kensington and Patterson right at the curb and sometimes partially on the street. This results in a complete inability to see on-coming traffic in either direction or difficulty entering the private lot. Please address, as it is quite scary to pull out of the street blind. I have also spoken to the city council district rep about painting the curb to indicate the area relative to the curb where it is illegal to park. Thank you.",,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000001372&type=new_cs180226204420&viewRole=,DPU000001372,Completed,"August 30, 2018 5:57 pm",The streetlight has been out for well over a month.,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006616&type=new_cs180221192758&viewRole=,DPW000006616,Completed,"August 30, 2018 4:41 pm",Please remove the trash receptacles in the alley for 23 West Broad Street. We do not need them anymore.,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=RPD000000244&type=new_cs180529151322&viewRole=,RPD000000244,Completed,"August 30, 2018 4:31 pm","White Ford 4-door car, Virginia License Plate Number: VSW-7722. Been abandoned on city street for 3+ months, unmoved. Has expired inspection and tags (2017 expiration). Parked along wooded side of the street, across from residential homes.",,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000001371&type=new_cs180226204420&viewRole=,DPU000001371,Completed,"August 30, 2018 4:15 pm",Citizen states that the light goes out completely and comes back on but it is not blinking.,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006614&type=new_cs180221194656&viewRole=,DPW000006614,Assigned,"August 30, 2018 4:12 pm","A large branch fell during a few minutes of thunder and wind but no rain the afternoon of August 30, 2018. It is laying along a 20 foot length of sidewalk.",,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006611&type=new_cs180221192758&viewRole=,DPW000006611,Completed,"August 30, 2018 4:10 pm","I have two requests. The first is a new trash can behind my house in the alley, our was seemingly stolen as it was missing overnight and we no longer have one. The second is that we have two recycling cans instead, one of them is full of our former neighbors trash from them moving out. Because it does not have recycling in it, they are not emptying it. So if they could empty that can it would be great and we can go back to using it as recycling. Thanks",,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000001370&type=new_cs180226204420&viewRole=,DPU000001370,Completed,"August 30, 2018 3:58 pm",the light is out across the street from 2016 Rawlings between 2017 and 2019,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006608&type=new_cs180221194656&viewRole=,DPW000006608,Assigned,"August 30, 2018 3:52 pm",Tree ID: 90369 - caller states tree is dead and is concerned it could fall.,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006606&type=new_cs180221192758&viewRole=,DPW000006606,Assigned,"August 30, 2018 3:41 pm",need bulk trash pick on next recycling day,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000001369&type=new_cs180228212504&viewRole=,DPU000001369,Assigned,"August 30, 2018 3:39 pm",Storm drain clogged,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006605&type=new_cs180221194423&viewRole=,DPW000006605,Assigned,"August 30, 2018 3:38 pm",missing sign for Orleans,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006604&type=new_cs180221194656&viewRole=,DPW000006604,Assigned,"August 30, 2018 3:36 pm",tree touching power line,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006603&type=new_cs180221194032&viewRole=,DPW000006603,Assigned,"August 30, 2018 3:34 pm",huge pot hole behind my house,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000001368&type=new_cs180228212504&viewRole=,DPU000001368,Assigned,"August 30, 2018 3:34 pm",Storm drain is clogged during heavy rain,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006602&type=new_cs180221194457&viewRole=,DPW000006602,Assigned,"August 30, 2018 3:08 pm","Vegetation is growing a couple of feet into road. When property owner on Oldfield has trailer parked on road, it creates a bottleneck and two vehicles cannot pass. This particular part of Oldfield is used by the large GRTC vehicles too.",,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000001367&type=new_cs180228212904&viewRole=,DPU000001367,Assigned,"August 30, 2018 3:00 pm",Citizen stated the street drain is backed up,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000001366&type=new_cs180226204420&viewRole=,DPU000001366,Completed,"August 30, 2018 2:56 pm",Citizen called to report this streetlight being out in front of her home,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006601&type=new_cs180301154109&viewRole=,DPW000006601,Assigned,"August 30, 2018 2:48 pm",the pavement for the potholes made need to be leveled out,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000001365&type=new_cs180228212504&viewRole=,DPU000001365,Assigned,"August 30, 2018 2:42 pm","the basin needs to be cleaned out for the entire neighborhood and there are small trees growing out of it ,people places their tree limb and tree debris in the basin and it been there for 2 summer now and it being washed away by heavy rain,",,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=RPD000000243&type=new_cs180327173306&viewRole=,RPD000000243,Completed,"August 30, 2018 2:34 pm","Caller states someone dumped mattresses, bag of cans, etc in the middle of the alley which is blocking the way for the trash truck.",,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006598&type=new_cs180221192758&viewRole=,DPW000006598,Completed,"August 30, 2018 2:31 pm",Caller states her trash was not picked up this week. She says this may be due to someone illegally dumping items in the alley and the truck couldn't get to her.,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006596&type=new_cs180221194251&viewRole=,DPW000006596,Completed,"August 30, 2018 2:26 pm",Left turn signals out on both lanes. Red signal works.,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006590&type=new_cs180301154109&viewRole=,DPW000006590,Assigned,"August 30, 2018 1:53 pm",the sidewalk is raised up it a trip hazard when you walk it also cause stagnant water against citizen garage. the sidewalk is located on tilden on the west of of 3300 Kensington avenue,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006588&type=new_cs180221192758&viewRole=,DPW000006588,Assigned,"August 30, 2018 1:40 pm","Already reported this yesterday, work order number DPW000006458. As you can see, nothing has been done, and the flies are swarming around this pile of garbage that the “sanitation” workers chose to dump in the middle of the alley. Would like to see this nasty mess cleaned up!",,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006586&type=new_cs180221194656&viewRole=,DPW000006586,Assigned,"August 30, 2018 1:06 pm",Tree ID: 4256 - dropping large branches.,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006585&type=new_cs180221194656&viewRole=,DPW000006585,Assigned,"August 30, 2018 12:53 pm",Citizen states large tree in front of property has large limbs hanging over his yard and house need to be cut back,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000001364&type=new_cs180228212504&viewRole=,DPU000001364,Assigned,"August 30, 2018 12:45 pm","Ditch needs to be cleaned on the side of the house, behind the house and across the street.",,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000001363&type=new_cs180226204420&viewRole=,DPU000001363,In Progress,"August 30, 2018 12:24 pm",It's the south west lamp closest to the fountain in Libby Hill,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006582&type=new_cs180221194656&viewRole=,DPW000006582,Completed,"August 30, 2018 12:20 pm",Communications called and stated that there is a branch blocking the intersection.,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006578&type=new_cs180301154109&viewRole=,DPW000006578,Assigned,"August 30, 2018 12:04 pm",Citizen states she has seen 5 people trip and fall in that part of sidewalk,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006577&type=new_cs180221192758&viewRole=,DPW000006577,Completed,"August 30, 2018 11:56 am",missed her garbage collections day is on wednesday and the collectors and would like have collectors come and pick up her trash and she did not know until her nurse went down to the alley and stated that it has not been pick up yet and he reorted this yesterday but no ticket number was provided,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006576&type=new_cs180301154109&viewRole=,DPW000006576,Completed,"August 30, 2018 11:52 am",Citizen called to report potholes in this location.,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006575&type=new_cs180301154109&viewRole=,DPW000006575,Completed,"August 30, 2018 11:51 am",Citizen is requesting to have the alley way paved instead of having gravel.,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000001362&type=new_cs180228212904&viewRole=,DPU000001362,Assigned,"August 30, 2018 11:46 am",the ditch is full of vegetation and the water stand stagnant when it rains. was told to call in by lavon lewis,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006572&type=new_cs180221192758&viewRole=,DPW000006572,Assigned,"August 30, 2018 11:45 am","Please remove damaged (no wheels, no lid) super cans behind building and replace with new ones.",,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006571&type=new_cs180301154109&viewRole=,DPW000006571,Completed,"August 30, 2018 11:42 am",Citizen states that there are 2 potholes that are located at 3156 Decatur St and at the corner of Decatur and Blake Lane. They are two opposite sides of the street.,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006570&type=new_cs180221194656&viewRole=,DPW000006570,Assigned,"August 30, 2018 11:38 am",Citizen states that there is no sidewalk but the walkway is blocked. The location of the overgrowth is at 32nd and Decatur Streets.,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000001361&type=new_cs180228204004&viewRole=,DPU000001361,Assigned,"August 30, 2018 11:29 am",gravel around manhole has deteriorated causing a hole needs repair located in front of property,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006568&type=new_cs180301154109&viewRole=,DPW000006568,Completed,"August 30, 2018 11:24 am",Please repair asap. A1B1,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000001360&type=new_cs180228212504&viewRole=,DPU000001360,Assigned,"August 30, 2018 11:24 am",would like to have cleaned,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000001359&type=new_cs180228212504&viewRole=,DPU000001359,Assigned,"August 30, 2018 11:23 am",would like too have basins (2) cleaned. one is on the side and and in the front. it only floods when there are heavy rains.,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000006566&type=new_cs180221194032&viewRole=,DPW000006566,Assigned,"August 30, 2018 11:22 am",When it rains it is such a huge puddle of water behind three houses. Customers want gravel replaced in the area.,,,
