Service Request URL,Service Request,Status,Request Date,Description,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000807&type=new_cs180226204420&viewRole=,DPU000000807,Completed,"July 31, 2018 10:51 pm",Both lights on the block have beeen out for months,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004187&type=new_cs180221192758&viewRole=,DPW000004187,Assigned,"July 31, 2018 10:35 pm",Mattress left in alley,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000806&type=new_cs180226204420&viewRole=,DPU000000806,Completed,"July 31, 2018 10:32 pm",There are still 2 street lights not on at night.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000805&type=new_cs180226204420&viewRole=,DPU000000805,Completed,"July 31, 2018 10:21 pm",streetlights not functioning in 1500-1600 blocks of Bellevue Ave between MacArthur and Crestwood,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004186&type=new_cs180221194656&viewRole=,DPW000004186,Assigned,"July 31, 2018 8:38 pm","The tree in front of my house keeps dropping large branches. They have not hit my car yet, but I’m sure they will in time.",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000804&type=new_cs180228212504&viewRole=,DPU000000804,Completed,"July 31, 2018 8:28 pm","There is gravel and other debris that has collected in the storm basin from previous storms. It is now impeding the water flow into the drain, causing it to pool in the street. This is the drain on the corner of W 30th St and McDonough street sign.",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004185&type=new_cs180301154109&viewRole=,DPW000004185,Completed,"July 31, 2018 8:25 pm","There is a significant pothole in the alley behind Cary street veterinary hospital, and another one on Dooley ave in the same area.",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004184&type=new_cs180301154109&viewRole=,DPW000004184,Completed,"July 31, 2018 8:10 pm",Several deep potholes located 405 West 34th Street in front of Floyd's Auto,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004183&type=new_cs180301154109&viewRole=,DPW000004183,Completed,"July 31, 2018 7:52 pm",Large pothole in middle of street,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000803&type=new_cs180228212904&viewRole=,DPU000000803,Assigned,"July 31, 2018 6:46 pm",Storm drain overflowing. Water is running off and into my property and crawlspace of my house.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004182&type=new_cs180221192758&viewRole=,DPW000004182,Completed,"July 31, 2018 5:39 pm","I need to schedule a bulk trash pick up. If some things aren’t able to be picked up by the city I will throw it away myself, I just need to have whatever the city will take to be picked up. Thank you",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004180&type=new_cs180221192758&viewRole=,DPW000004180,Completed,"July 31, 2018 5:12 pm","missed trash , none of the street has been picked up and all the trash is piling up , the entire neighborhood trash is out front",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000802&type=new_cs180226204420&viewRole=,DPU000000802,Completed,"July 31, 2018 4:53 pm",Light is out in front of Libby Hill Terrace,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004179&type=new_cs180221194656&viewRole=,DPW000004179,Assigned,"July 31, 2018 4:48 pm",Tree is the center tree in front of the house by the curb. Dead branches with many broken off ready to fall into the street (widow makers). Truck is cracked from the ground up to the lowest branches and oozing water.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004178&type=new_cs180301154109&viewRole=,DPW000004178,Completed,"July 31, 2018 4:35 pm",Tree roots and additional construction have created environment in front of cititzen's home. 2 people have fallen and injured themselves.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004177&type=new_cs180301154109&viewRole=,DPW000004177,Assigned,"July 31, 2018 3:51 pm",Big pile of dirt in the street due to a mudslide.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004176&type=new_cs180220201343&viewRole=,DPW000004176,Completed,"July 31, 2018 3:46 pm","A number of months ago, Malvern was repaved. In the process, the traffic lane markings between Grove & Cary were obliterated. At Malvern and Cary it appears there is an intent that there be three travel lanes: One left-turn, One Straight-Through, and one Right-Turn. There are NO lane markings which leads to confusion and creates a dangerous condition. Given the length of time since repaving, I can see no excuse for the traffic markings not having been replaced.",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004173&type=new_cs180220201343&viewRole=,DPW000004173,Assigned,"July 31, 2018 3:42 pm",Please paint stop bars at the intersection of Carver Street and Rogers Street,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000801&type=new_cs180226204420&viewRole=,DPU000000801,Completed,"July 31, 2018 3:26 pm",there is no lamp on the pole and would like someone to come and take a look at it.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000800&type=new_cs180221191708&viewRole=,DPU000000800,Completed,"July 31, 2018 3:21 pm",there are a lot of car broke ins and would like a light to be placed there for more visibility.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004168&type=new_cs180221194423&viewRole=,DPW000004168,Assigned,"July 31, 2018 3:19 pm",WOULD LIKE THIS SIGN REMOVED PUT THERE BY THE PREVIOUS OWNERS,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004167&type=new_cs180301154109&viewRole=,DPW000004167,Completed,"July 31, 2018 3:07 pm",On the north side of the intersection at Ellwood Ave. & N. Colonial Ave. there are two potholes that need to be filled in. There is an additional pothole located further up N. Colonial Ave. as well.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004166&type=new_cs180221194656&viewRole=,DPW000004166,Assigned,"July 31, 2018 2:58 pm",there are trees that is blocking the vision of cars would like for someone to take a look.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000799&type=new_cs180228212904&viewRole=,DPU000000799,Assigned,"July 31, 2018 2:48 pm",NEEDS TO DITCH CLEANED OUT,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004164&type=new_cs180221192758&viewRole=,DPW000004164,Assigned,"July 31, 2018 2:46 pm",Neighbor dumped trash on sidewalk,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004155&type=new_cs180221194423&viewRole=,DPW000004155,Completed,"July 31, 2018 2:17 pm",1900 block Hanover - even side/north side. GRTC bus stopped was removed but the accompanying non parking sign was not. Please remove.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004152&type=new_cs180221194656&viewRole=,DPW000004152,Assigned,"July 31, 2018 2:09 pm",There is a tree vine growing rapidly at the intersection of 17th Street & Porter Street. It is has become a hazard as cars are unable to see the one way sign & more vehicles are driving down a one way street in the wrong direction. The vine is also covering the stop sign partially as well. In little or no time both the Stop Sign & One Way Sign will be completely covered.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000798&type=new_cs180228212504&viewRole=,DPU000000798,Completed,"July 31, 2018 2:07 pm",The drain on the corner of Delaware Ave and Milton St. is clogged. Rain water is not able to drain and when it rains heavy the water floods onto the sidewalks.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004151&type=new_cs180221192758&viewRole=,DPW000004151,Completed,"July 31, 2018 2:07 pm",Yard Waste was skipped in the alley and not picked up,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004146&type=new_cs180221194656&viewRole=,DPW000004146,Assigned,"July 31, 2018 1:43 pm",Citizen called to report a tree that has roots lifting the sidewalk and can be very hazardous to citizens walking in the area.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004143&type=new_cs180221194656&viewRole=,DPW000004143,Assigned,"July 31, 2018 1:33 pm",Tree in front of this property has been hit by lightning and is completely hollow and she is requesting someone come out to take a look.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004141&type=new_cs180301154109&viewRole=,DPW000004141,Completed,"July 31, 2018 1:31 pm",There are a lot of pot holes from 1399 - 1500,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004139&type=new_cs180301154109&viewRole=,DPW000004139,Completed,"July 31, 2018 1:27 pm",There are so many potholes on street. between 1600- 1799,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004138&type=new_cs180301154109&viewRole=,DPW000004138,Completed,"July 31, 2018 1:09 pm",The pot holes are located on Shoreham between Maplestead Ln and Marrigan Rd.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004137&type=new_cs180221192758&viewRole=,DPW000004137,Assigned,"July 31, 2018 1:03 pm","Citizen called to report trash in this area, causing rats and other rodents.",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004136&type=new_cs180221192758&viewRole=,DPW000004136,Assigned,"July 31, 2018 1:02 pm",Citizen called to report litter in this location.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004135&type=new_cs180221194656&viewRole=,DPW000004135,Assigned,"July 31, 2018 12:59 pm",A large limb has partially snapped leaving it dangling from the tree over the street parking. It needs to be pruned before it totally snaps and hits a person or vehicle.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004133&type=new_cs180221192758&viewRole=,DPW000004133,Completed,"July 31, 2018 12:35 pm",Customer states that their are 3 or 4 supercans in the alley that has not been dumped from last week pickup.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004131&type=new_cs180301154109&viewRole=,DPW000004131,Completed,"July 31, 2018 12:19 pm",There is crater in the pavement with a hole next to the curb and over the storm drain. If a car parks in front of our home they may sustain damage if this section collapses. Unfortunately I cannot get the photo to load.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=RPD000000168&type=new_cs180327173306&viewRole=,RPD000000168,Completed,"July 31, 2018 12:19 pm",there is construction going on next door to him he is at 1314 and there is construction going on at 1313 and they illegal dumped soil on the city property,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004130&type=new_cs180221194656&viewRole=,DPW000004130,Assigned,"July 31, 2018 12:15 pm",Tree ID: 61914 - caller requests pruning on this tree - she is concerned about a large tree on the property that she thinks is a city tree (large two trunked tree near the power line and her neighbor's driveway - it doesn't look to be a city tree but she wants us to check.,,,,,,,,
