Service Request URL,Service Request,Status,Request Date,Description,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000008862&type=new_cs180221194032&viewRole=,DPW000008862,Assigned,"September 30, 2018 11:41 pm",The entrance continues to erode on Gladstone behind 3201 garland and 3200 North Avenue. Rocks spill into the street causing street damage and blocking the flow of water. Please repair to add cement entrance similar to the one opposite.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=PDR000001506&type=new_cs180301161330&viewRole=,PDR000001506,Completed,"September 30, 2018 9:47 pm","Motorcycle has been sitting here for a long time, obviously, with expired tags. Never seems to receive parking tickets on street cleaning days.",,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000008861&type=new_cs180221192758&viewRole=,DPW000008861,Assigned,"September 30, 2018 9:42 pm",Someone left a mattress and other large item for trash on sidewalk East side of 700 block of north boulevard closest to monument ave,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000008860&type=new_cs180221192758&viewRole=,DPW000008860,Assigned,"September 30, 2018 9:39 pm",Someone left multiple furniture/ large items for trash on the sidewalk East side of 800 block of north boulevard between grace and broad st,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000008859&type=new_cs180221192758&viewRole=,DPW000008859,Assigned,"September 30, 2018 9:35 pm","Tan colored couch on the sidewalk of the north side of the 2700 block of w grace st, someone left for trash",,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000001977&type=new_cs180226204420&viewRole=,DPU000001977,Completed,"September 30, 2018 8:18 pm",Light out in front of 4211 Brook Rd. Pole number DF 39,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000001976&type=new_cs180226204420&viewRole=,DPU000001976,Completed,"September 30, 2018 8:16 pm",Light is barely glowing. One house passed Bellevue going north on Brook. Pole number DF 38,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000001975&type=new_cs180226204420&viewRole=,DPU000001975,Completed,"September 30, 2018 8:14 pm",Light blinking often on in front of 4204 Brook Rd. Pole number DF 18,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000001974&type=new_cs180226204420&viewRole=,DPU000001974,Completed,"September 30, 2018 8:11 pm",Light out at Brooke and Stanhope. Light on southwest corner Pole number CG,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000001973&type=new_cs180226204420&viewRole=,DPU000001973,Completed,"September 30, 2018 8:05 pm",Light out going south on Brook Road pole number EO 10,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=RPD000000318&type=new_cs180529151322&viewRole=,RPD000000318,Completed,"September 30, 2018 6:19 pm",2 Ford mustangs abandoned for over a month in front of my house. License plates 93252(hp) silver mustang and license plate 98323(hp) gray mustang,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=RPD000000317&type=new_cs180529151322&viewRole=,RPD000000317,Completed,"September 30, 2018 4:49 pm",Cream color Nissan Frontier pick up truck has been parked on colonial for at least 6 weeks. No evident owner in the neighborhood.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000008858&type=new_cs180221194457&viewRole=,DPW000008858,Assigned,"September 30, 2018 3:47 pm",The grass at Lombardy Park needs to be mowed and edged. I am the City Park Steward. Please have the grass mowed.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000008857&type=new_cs180221194032&viewRole=,DPW000008857,Assigned,"September 30, 2018 2:25 pm",8 by 10 foot sunken entrance to alley between S Boulevard and S Mulberry off of W Main St. Fills with water every time it rains. Water meter is located in middle of sunken area. Hazard to pedestrians and cars.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000008856&type=new_cs180301154109&viewRole=,DPW000008856,Completed,"September 30, 2018 2:20 pm",It was a deep pothole adjacent a storm cover near the corner of N Pine St and W Broad St near the new VCU building. It damaged my car additional angle Additional photo,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000001972&type=new_cs180226204420&viewRole=,DPU000001972,Completed,"September 30, 2018 1:11 pm","totally dark, not safe",,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000001971&type=new_cs180226204420&viewRole=,DPU000001971,Completed,"September 30, 2018 12:53 pm",Has not worked for months,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000008853&type=new_cs180301154109&viewRole=,DPW000008853,Completed,"September 30, 2018 10:57 am",3 potholes in the intersection of north ave and hazlehurst,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000001970&type=new_cs180226204420&viewRole=,DPU000001970,Completed,"September 30, 2018 2:31 am","Light out in the middle of the 300 block of E 3rd St, next to the address on Stockton St.",,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000001969&type=new_cs180226204420&viewRole=,DPU000001969,Completed,"September 30, 2018 2:27 am",There are three lights out on the Manchester Bridge southbound.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000008852&type=new_cs180221194423&viewRole=,DPW000008852,Assigned,"September 30, 2018 2:24 am","There is a sign facing eastbound traffic on Main St for ""east-west US 60"". This sign can simply be moved to face southbound traffic on 14th St, because Main St is US 60 at this intersection. I reported this in 2015, and it was never moved. Making this even more ridiculous, the sign incorrectly tells people to turn left on US 60, and there is a ""no left turn"" sign here.",,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000001968&type=new_cs180226204420&viewRole=,DPU000001968,Completed,"September 30, 2018 2:19 am",Light in the the middle of the 1400 block of E Franklin St is out.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000001967&type=new_cs180226204420&viewRole=,DPU000001967,Completed,"September 30, 2018 2:17 am",Light in the middle of the 1200 block of E Main St is flickering.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=RPD000000316&type=new_cs180529151322&viewRole=,RPD000000316,Completed,"September 29, 2018 8:08 pm",Black Jeep abandoned on city street. Talked to neighbors; no one knows anything about it.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000008850&type=new_cs180221190731&viewRole=,DPW000008850,Completed,"September 29, 2018 8:02 pm",Traffic heading east on Mcrand; multiple drivers daily make illegal right turn from Mcrand onto E 37th Street. Potential hazard.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000001966&type=new_cs180228155543&viewRole=,DPU000001966,Assigned,"September 29, 2018 6:36 pm","This sinkhole is located at the base of the light pole between 4210 and 4208 Cutshaw avenue. It is increasing in size. It is now several feet deep, over a foot wide, and traveling under the city sidewalk. It poses a significant risk to people and pets.",,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000008849&type=new_cs180221194032&viewRole=,DPW000008849,Assigned,"September 29, 2018 6:22 pm","This alley has no gravel remaining. It was improperly graded last year. Now, during any significant rainfall, water pools in the alley. This can cause the pooled water to then flood my yard. Also, this creates a health hazard as the water can take up to a week to drain causing a breeding ground for mosquitoes. The alley needs to be properly graded and graveled.",,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=RPD000000315&type=new_cs180529151322&viewRole=,RPD000000315,Completed,"September 29, 2018 2:08 pm","A Saab with Virginia plate WZE-2048 has been sitting in a public parking spot on 21st Street near the intersection with east Grace Street for too long. It has front-end damage, has a piece of cardboard sticking out from under the front hood, has a temporary tire on the rear, and an expired state inspection sticker.",,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=RPD000000314&type=new_cs180529151350&viewRole=,RPD000000314,Completed,"September 29, 2018 1:17 pm",car has been continuously parked in front of fire hydrant for several days.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000008847&type=new_cs180221192758&viewRole=,DPW000008847,Assigned,"September 29, 2018 12:54 pm",Storm Debris and branches. Pile of cut branches stacked in alley behind 4717 Augusta Ave.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000001962&type=new_cs180301150531&viewRole=,DPU000001962,Assigned,"September 29, 2018 10:07 am",The fire hydrant is leaking,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=RPD000000313&type=new_cs180529151322&viewRole=,RPD000000313,Completed,"September 29, 2018 9:53 am",2 Ford mustangs abandoned for over a month in front of my house. License plates 93252(hp) silver mustang and license plate 98323(hp) gray mustang,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000008843&type=new_cs180221194423&viewRole=,DPW000008843,Assigned,"September 29, 2018 9:43 am",One way sign sign knocked over in the round about,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000008842&type=new_cs180221194457&viewRole=,DPW000008842,Assigned,"September 29, 2018 9:28 am",Bushes on east side of Oregon hill roundhouse overgrown. Creating safety issue. Please cut back.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000008841&type=new_cs180301154109&viewRole=,DPW000008841,Completed,"September 29, 2018 7:59 am",Multiple potholes at Evelyn Byrd and Prince arthur,,,,,
