Service Request,Status URL,Status,Request Date,Description
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000017025&type=new_cs180301154109&viewRole=,DPW000017025,Assigned,2019-01-23-8:11-pm,"Pothole located in front of driveway of 3509 Hastings Drive. Additionally, there are multiple potholes located throughout Hastings Drive, Traylor Drive, and Apache."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000017021&type=new_cs180221194032&viewRole=,DPW000017021,Assigned,2019-01-23-5:59-pm,Large Deep Potholes filled with trash and water in alley beside 3 S Addison St..
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000017019&type=new_cs180221194032&viewRole=,DPW000017019,Assigned,2019-01-23-5:23-pm,Water leak in alley behind 1800 block of west Grace st.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000017018&type=new_cs180221194032&viewRole=,DPW000017018,Assigned,2019-01-23-5:08-pm,Problem Description: citizen states when it rains water floods the alley and is not draining; Citizen states water is standing during and after rain events; citizen has also made several complaints pertaining to standing water in the front of the home which is also serviced by gravel - request is to have both areas re-graveled and graded properly.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000017016&type=new_cs180301154109&viewRole=,DPW000017016,Assigned,2019-01-23-4:57-pm,small tripping hazards exists throughout the sidewalk area/ church entrance.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000003558&type=new_cs180228212504&viewRole=,DPU000003558,Assigned,2019-01-23-4:26-pm,basin cleaning.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000017010&type=new_cs180221194423&viewRole=,DPW000017010,Assigned,2019-01-23-3:37-pm,Please remove No Parking SIGN. The Citizen says sign was put up illegally by neighbor. She doesn't want anyone to get a ticket for a false sign.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000017004&type=new_cs180221194032&viewRole=,DPW000017004,Assigned,2019-01-23-3:14-pm,deep holes in the alley need repairing A1B1.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000003557&type=new_cs180228155543&viewRole=,DPU000003557,Assigned,2019-01-23-3:08-pm,There is a hole that has formed between curb and fire hydrant. now the curb is cracking as is the street. It has gotten worse since I first reported it. now there is cracking around the manhole in the street directly in front of the hydrant. I am worried someone will step into the hole and get hurt. please make this a priority.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000017003&type=new_cs180301154109&viewRole=,DPW000017003,Assigned,2019-01-23-3:05-pm,Street is torn up and embarrassing.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000017002&type=new_cs180301154109&viewRole=,DPW000017002,Assigned,2019-01-23-3:02-pm,pot hole repair.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000017000&type=new_cs180221194656&viewRole=,DPW000017000,Assigned,2019-01-23-3:00-pm,Large willow oak has two sizable dead limbs which look like they could fall.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000016995&type=new_cs180301154109&viewRole=,DPW000016995,Assigned,2019-01-23-2:07-pm,"To whom it may concern, The road in front of the address specified in the location box, has two sewer covers that are way below the asphalt area. The Richmond City buses hit the 'hole' every time they drive by, which causes the entire house to shake. Recently the house started showing some cracks in the ceiling due to these impacts. This is also dangerous to the passengers of the buses as the buses might damage the wheels and get into an accident."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000016990&type=new_cs180221192758&viewRole=,DPW000016990,Assigned,2019-01-23-1:24-pm,"I love on the 3700 block of Floyd, between Cameron (the ramp to Carytown) and Hamilton. The garbage on the off-ramps around the city is simply disgraceful. On the off ramp onto Cameron Street, there is a ton of trash. There is also a lot on the roundabouts on Hamilton and Floyd. We in the neighborhood do try to pick up but it is out of control. There isn't a public trash can in the vicinity at all."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=RPD000000522&type=new_cs180529151322&viewRole=,RPD000000522,Assigned,2019-01-23-1:16-pm,Nebraska plates USF 949 been there over a month. Believe the tags are expired.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000016986&type=new_cs180221194423&viewRole=,DPW000016986,Assigned,2019-01-23-12:54-pm,The citizen is requesting to have sign removed for Loading zone. it used to be a restaurant there. However it is now a apartment complex. The citizen says that there are no deliveries made to that area anymore. All of the new tenants are complaining about getting tickets.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000003556&type=new_cs180226204420&viewRole=,DPU000003556,,2019-01-23-12:50-pm,1725 Yale Ave; (1) Streetlight is out.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000016985&type=new_cs180220201343&viewRole=,DPW000016985,Assigned,2019-01-23-12:34-pm,Intersection of Grayland/Randolph (City) AND Grayland/Allen (RMTA)..
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000003555&type=new_cs180226204420&viewRole=,DPU000003555,,2019-01-23-12:26-pm,Front of 1712 Kingswood St; one light is out.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000016983&type=new_cs180221194032&viewRole=,DPW000016983,Assigned,2019-01-23-12:14-pm,Multiple potholes in Alley. (W Cary/Ellwood between Auburn and Dooley).
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000016982&type=new_cs180301154109&viewRole=,DPW000016982,Assigned,2019-01-23-12:13-pm,pothole repair this is the mcdonalds on forrest hill the pothole is at the exit of stoney point mall on forest hill on the same side as this mcconalds.
