Service Request,Status URL,Status,Request Date,Description
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000003257&type=new_cs180226204420&viewRole=,DPU000003257,,2018-12-30-9:10-pm,Lower bulb on the pole at the Sugar Shack Store corner is blinking.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000003256&type=new_cs180226204420&viewRole=,DPU000003256,,2018-12-30-9:04-pm,Lower bulb is out on the corner pole of Fendall Ave. and 301 W. Brookland Park Blvd. at the Davinci's Pizza corner.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000003255&type=new_cs180226204420&viewRole=,DPU000003255,,2018-12-30-7:43-pm,Lights out.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015196&type=new_cs180221194251&viewRole=,DPW000015196,Assigned,2018-12-30-7:42-pm,"Pedestrian signal crossing north side of intersection prematurely go red, even though pedestrians can still cross, as there is no turn on red on one-way."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015195&type=new_cs180301154109&viewRole=,DPW000015195,Assigned,2018-12-30-7:39-pm,Pothole in right EB lane at stop light on SW corner..
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015194&type=new_cs180301154109&viewRole=,DPW000015194,Assigned,2018-12-30-6:00-pm,"The sidewalk located in front of my house is a severe tripping hazard. An old tree that was removed a few months ago, roots grew under the sidewalk raising it off of the ground. This issue makes it very difficult for people with and without disabilities to walk on the sidewalk."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015193&type=new_cs180301154109&viewRole=,DPW000015193,,2018-12-30-5:53-pm,There are several deep potholes in the street.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015188&type=new_cs180221192758&viewRole=,DPW000015188,Assigned,2018-12-30-2:30-pm,bagged leaf and christmas tree pickup.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015186&type=new_cs180301154109&viewRole=,DPW000015186,Assigned,2018-12-30-1:27-pm,Wheel Wrecking Large Pot Holes alongside Cary St between Cherry Street and Belevdeire. Thank You Very Much.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015185&type=new_cs180301154109&viewRole=,DPW000015185,,2018-12-30-1:24-pm,"Large Pot Holes at the mouth of St Johns Wood Neighborhood, and Large Pot Holes along the Entrance and Exit Roads of the neighborhood entrence 'mouth'. There are additional Pot Holes along the road at St Johns Wood Drive and Jahnke Road, and along that road going East in front of the Food Lion on German School Road and Jahnke, up to the Shell Gas Station on Jahnke and Blakemore Road. Thank You Very Much."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015184&type=new_cs180301154109&viewRole=,DPW000015184,Assigned,2018-12-30-1:20-pm,"Square pothole, stays full of rainwater. Hard to see at night."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000003254&type=new_cs180301142929&viewRole=,DPU000003254,Assigned,2018-12-30-8:23-am,Leaking water meter. No option to request repair on menu.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015180&type=new_cs180220201343&viewRole=,DPW000015180,Assigned,2018-12-30-12:47-am,Sidewalk needed in front of home to street to help disabled homeowner.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015177&type=new_cs180221194032&viewRole=,DPW000015177,Assigned,2018-12-29-10:50-pm,Alley on 4600 block of Bromley Lane between Bromley Lane and Wythe Avenue has deep ruts and standing water.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015176&type=new_cs180221192758&viewRole=,DPW000015176,Assigned,2018-12-29-9:48-pm,"Trash has piled up (in plain sight of two litter fine signs) on both sides of Newton Road between Hatcher Street and the City/County line. This stretch of road with overgrown shoulders and a blind hill/curve where cars do not heed the speed limit is potentially dangerous for citizen effort to remove trash. Please schedule a clean-up, thanks."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015175&type=new_cs180301154109&viewRole=,DPW000015175,Assigned,2018-12-29-8:49-pm,"Potholes are huge, some are 2 ft long, very deep."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015174&type=new_cs180301154109&viewRole=,DPW000015174,Assigned,2018-12-29-7:05-pm,very deep pothole at corner of Guthrie and Maple Avenues in 23226.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015172&type=new_cs180221192758&viewRole=,DPW000015172,Assigned,2018-12-29-4:57-pm,Yard waste pick up.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015171&type=new_cs180301154109&viewRole=,DPW000015171,,2018-12-29-4:38-pm,Numerous major potholes on this block. Thank you..
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015165&type=new_cs180301154109&viewRole=,DPW000015165,Assigned,2018-12-29-1:53-pm,east bound lane on grove between willway and westmorland.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015164&type=new_cs180301154109&viewRole=,DPW000015164,Assigned,2018-12-29-1:50-pm,eastbound lane of grove between e. and w. lock lane.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015163&type=new_cs180301154109&viewRole=,DPW000015163,Assigned,2018-12-29-1:48-pm,eastbound lane of patterson at willow lawn dr.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=RPD000000467&type=new_cs180327174102&viewRole=,RPD000000467,,2018-12-29-1:28-pm,"The speed limit in the 6000 block of Patterson Avenue is 35 then reduces to 25. In the mornings, cars regularly travel at excessive speeds down our street. Last week while on my morning walk a car blew through the red light at Patterson and Maple heading east on Patterson at what had to be 50 mph. It's very dangerous and needs a traffic study."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015159&type=new_cs180221194032&viewRole=,DPW000015159,Assigned,2018-12-29-1:17-pm,"I have submitted a request previously to have the alley behind the even side of the 6000 block of Patterson Avenue repaired. It looks like a homeowner repaired the end closest to Algoma Avenue as their construction crews were the cause of the damage. The end closest to Sabot is still in need of repair, especially the very deep, muddy, mudpuddle closest to the road. For about 2 weeks now, the alley has been blocked with very large logs that need to be moved."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015155&type=new_cs180301154109&viewRole=,DPW000015155,Assigned,2018-12-29-12:13-pm,Multiple potholes have opened up in the intersection of N Meadow St. and W Grace St.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=RPD000000466&type=new_cs180529151322&viewRole=,RPD000000466,Assigned,2018-12-29-11:02-am,A scooter or motorbike with a cover on it has been parked at 3326 Park Avenue for roughly 6 weeks without moving. The scooter is parked far from the curb making it difficult to park cars around it. It appears to have been abandoned because it has not moved since mid-November. A suspicious substance has been developing beneath it that appears to be leaking from the scooter. Can the police please investigate?.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015153&type=new_cs180221194423&viewRole=,DPW000015153,Assigned,2018-12-29-10:40-am,Photo shows these two signs are on the ground and need to be reinstalled or removed. Location is Williamsburg Rd across the street from Northampton St (south side of road).
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015152&type=new_cs180221194032&viewRole=,DPW000015152,Assigned,2018-12-29-10:40-am,"Alley behind 1518 Claremont Ave has huge, deep tire tracks where the sides drop and they fill with water each time it rains. Water is deep. Grooves are also getting deeper with each rain, passing truck and how soft the ground is. HELP!!."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015150&type=new_cs180221192758&viewRole=,DPW000015150,Assigned,2018-12-29-10:10-am,Christmas tree in alley behind 611 N. 31st Street for removal.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015147&type=new_cs180221192758&viewRole=,DPW000015147,Assigned,2018-12-29-8:19-am,Sofa w/ cushions left next to alley (in rear).
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015146&type=new_cs180221192758&viewRole=,DPW000015146,Assigned,2018-12-29-8:01-am,"Yard brush is along alley behind house - not near anything that can interfere with the truck - like my neighbor's garage roof that was damaged last time. Per City, this is to be picked up every other week concurrent with the recycle pickup. Last time it sat for over 3 months."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015145&type=new_cs180301154109&viewRole=,DPW000015145,Assigned,2018-12-29-12:56-am,There is flooding due to missing and damages curb in front of 4512-1416 Cutshaw Ave. A storm drain is in place in front of 4516 but the water doesn’t make it due to the lack of curb/gutter.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015143&type=new_cs180301154109&viewRole=,DPW000015143,Assigned,2018-12-28-6:30-pm,Very Deep Pothole Causing Steering and Alignment Concerns.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015142&type=new_cs180301154109&viewRole=,DPW000015142,Assigned,2018-12-28-5:30-pm,Very large in width and deep pothole.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000003252&type=new_cs180228212904&viewRole=,DPU000003252,Assigned,2018-12-28-5:27-pm,storm water drains are backed up.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000003251&type=new_cs180228212504&viewRole=,DPU000003251,Assigned,2018-12-28-4:56-pm,"Leaves, debris clogging storm drains, water flooding road."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000003250&type=new_cs180228212904&viewRole=,DPU000003250,Assigned,2018-12-28-4:47-pm,citizen states pipes are to small to narrow for water to flow thru.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000003249&type=new_cs180228212904&viewRole=,DPU000003249,Assigned,2018-12-28-4:29-pm,"Storm water drains needs to be drains, its alot of straining water because of the rain and he is afraid that when it gets really cold the water is going to turn into ice in the drains which is going to cause more problems."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000003248&type=new_cs180228212904&viewRole=,DPU000003248,,2018-12-28-4:24-pm,resident is calling in because there is high water at this location and the water is not flowing propertly need someone to come out ASAP.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000003247&type=new_cs180228212904&viewRole=,DPU000003247,Assigned,2018-12-28-4:22-pm,storm water drains are stopped up at this location.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000003246&type=new_cs180228212904&viewRole=,DPU000003246,Assigned,2018-12-28-4:17-pm,Stormwater flooding sidewalk/not draining properly.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000003245&type=new_cs180301142929&viewRole=,DPU000003245,Assigned,2018-12-28-4:08-pm,Sewer drain is stopped up needs to be cleaned. Water is across Ruffin Rd.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015134&type=new_cs180221194032&viewRole=,DPW000015134,Assigned,2018-12-28-3:57-pm,cut down of the alley and standing water if effecting citizen from getting to trash can.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015132&type=new_cs180301154109&viewRole=,DPW000015132,Assigned,2018-12-28-3:52-pm,storm drain won't drain flooding.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000003244&type=new_cs180228212504&viewRole=,DPU000003244,,2018-12-28-3:52-pm,"High water in front of T B Smith Center. Water is across Ruffin Rd one lane of traffic. Need High Water signs,."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015126&type=new_cs180221194423&viewRole=,DPW000015126,Assigned,2018-12-28-3:16-pm,citizen called to state stop sign is leaning over.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000003243&type=new_cs180228212504&viewRole=,DPU000003243,Assigned,2018-12-28-3:10-pm,Customer stated her parking lot is flooding.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000003242&type=new_cs180228212904&viewRole=,DPU000003242,,2018-12-28-2:50-pm,Citizen states her parents have a ditch that is clogged with trash; it is at the corner of the property.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015121&type=new_cs180221194423&viewRole=,DPW000015121,,2018-12-28-2:37-pm,Sign was destroyed by a fallen Tree 3 months ago and never has been replaced and the broken pole is covered with a traffic cone.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000003241&type=new_cs180226204420&viewRole=,DPU000003241,,2018-12-28-2:34-pm,light keeps blinking on and off.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000003240&type=new_cs180226204420&viewRole=,DPU000003240,,2018-12-28-2:30-pm,1807 Rawlings St; behind the house in the alley..
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015115&type=new_cs180220201343&viewRole=,DPW000015115,Assigned,2018-12-28-2:17-pm,The sidewalks are damaged and have caused contract workers to trip and fall while at this project site. This is a major tripping hazard and with new residents to move in for the near future it would be a great plus to have the sidewalk repaired. .
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000003239&type=new_cs180226204420&viewRole=,DPU000003239,,2018-12-28-2:14-pm,Burned out Street Light.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015111&type=new_cs180221192758&viewRole=,DPW000015111,Assigned,2018-12-28-2:11-pm,Missed trash collection. Need trashcan and trashbag collected.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015110&type=new_cs180301154109&viewRole=,DPW000015110,Assigned,2018-12-28-2:07-pm,pothole.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015109&type=new_cs180221190731&viewRole=,DPW000015109,,2018-12-28-2:05-pm,high water sign.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015107&type=new_cs180301154109&viewRole=,DPW000015107,Assigned,2018-12-28-2:01-pm,pot hole.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015106&type=new_cs180301154109&viewRole=,DPW000015106,Assigned,2018-12-28-1:58-pm,citizen states there is a big pothole in front of restuarant.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015104&type=new_cs180301154109&viewRole=,DPW000015104,Assigned,2018-12-28-1:35-pm,Caller states he previously put in a request for sidewalk repair and the city recently came out to mark the sidewalk for repair but advised him they would only do a portion of the block. He states the entire block needs to be done and would like this reviewed.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015101&type=new_cs180221194032&viewRole=,DPW000015101,Assigned,2018-12-28-1:26-pm,Starting to gather assess water on property due to gravel. Please call Husband when going out 8048528462.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000003238&type=new_cs180228212504&viewRole=,DPU000003238,Assigned,2018-12-28-1:19-pm,flooding.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015094&type=new_cs180221194032&viewRole=,DPW000015094,Assigned,2018-12-28-1:06-pm,"Please repair the numerous pot holes in the alley behind 3310, 3312, 3314, 3316, 3318, 3320, 3322, 3324 and 3326 Grove Avenue."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000003237&type=new_cs180228212904&viewRole=,DPU000003237,Assigned,2018-12-28-12:40-pm,Storm water drain issues. the water is not flowing correctly and need someone to come out there.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000003236&type=new_cs180226204420&viewRole=,DPU000003236,,2018-12-28-12:38-pm,(1) streetlight in front of 530 Granite Ave.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015087&type=new_cs180221194032&viewRole=,DPW000015087,Assigned,2018-12-28-11:58-am,Caller originally placed request in October (DPW000010713) - She did not receive call from DPW regarding the alley as was notated on request. - she states the alley slopes toward her house and floods her basement - she would like to discuss with DPW..
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015080&type=new_cs180301154109&viewRole=,DPW000015080,Assigned,2018-12-28-11:30-am,huge pothole that needs repair.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015077&type=new_cs180301154109&viewRole=,DPW000015077,,2018-12-28-11:22-am,Potholes 33rd and 34 Street and between 33rd and 32nd street.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015076&type=new_cs180221194656&viewRole=,DPW000015076,Assigned,2018-12-28-11:20-am,"Tree at driveway entrance is growing on top of power lines, and could potentially cause a problem."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015075&type=new_cs180221194032&viewRole=,DPW000015075,Assigned,2018-12-28-11:19-am,"alley way repair. and because of the rain , it backs up on the alley. then the gravel gets backed up in the sewer."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015073&type=new_cs180301154109&viewRole=,DPW000015073,,2018-12-28-11:15-am,Pothole in the middle of Jahnke Road in front of Chippenham hospital before you turn onto Hioaks Road.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015072&type=new_cs180301154109&viewRole=,DPW000015072,Assigned,2018-12-28-11:13-am,There is a strip on the road that is crumbling away and there is a giant pothole that has formed between the asphalt strip and concrete road. To avoid damage a car must either move to the left lane (not always possible) or slow down causing other traffic issues..
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000003235&type=new_cs180226204420&viewRole=,DPU000003235,,2018-12-28-11:00-am,"1. light at the south end of the Davis media where it hits the north side of Monument; 2. light out in front of 2500 Monument; and 3. Shoe-box light out on Davis, north side to the street, between the Grace alley and Monument."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015065&type=new_cs180221194032&viewRole=,DPW000015065,Assigned,2018-12-28-10:47-am,repair the alley. there are holes in the alley that is filled with water and needs to be fixed ASAP.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000003234&type=new_cs180228212504&viewRole=,DPU000003234,Assigned,2018-12-28-10:29-am,on N Sheppard St at the intersections with W Marshall St. The storm drain is becoming blocked with leaves and trash. We do get an occasional order of rotting trash from it.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015060&type=new_cs180221194032&viewRole=,DPW000015060,Assigned,2018-12-28-10:27-am,"the alley has some standing water and in the middle of the alley way it always filled with mud and water , located behind her home and neighbors home as well."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015059&type=new_cs180221190731&viewRole=,DPW000015059,Assigned,2018-12-28-10:25-am,N Sheppard Street - name sign has not been replaced.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015057&type=new_cs180221190731&viewRole=,DPW000015057,Assigned,2018-12-28-10:23-am,The sign and it's post are laying on the curb.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015054&type=new_cs180301154109&viewRole=,DPW000015054,Assigned,2018-12-28-10:07-am,pot holes.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000003233&type=new_cs180228212504&viewRole=,DPU000003233,Assigned,2018-12-28-10:05-am,The street closer to the DIamond Stadium in front of the Uhaul Building is completly flood. Cars are having issues with getting through.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000003232&type=new_cs180226204420&viewRole=,DPU000003232,,2018-12-28-9:51-am,In the alley there is one (1) streetlight is out. 1609 National St.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000003231&type=new_cs180301142929&viewRole=,DPU000003231,Assigned,2018-12-28-9:49-am,Floyd Ave Lombardy Ave. Basin flooding.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=RPD000000465&type=new_cs180529151322&viewRole=,RPD000000465,,2018-12-28-9:32-am,"The neighbor at 3012 Woodrow has been using the street as a permanent parking space for vehicles regularly since his backyard is also full of vehicles. Mercedes license UXZ-2365, Mercedes license XRV-9744, mustang license 98323(hp), and Cadillac license 82586(hp) have been not moved for weeks. This happens on a regular basis with vehicles in front of other people’s homes. Neighbors have made the same complaints."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015045&type=new_cs180301154109&viewRole=,DPW000015045,Assigned,2018-12-28-9:31-am,Deep pot hole on Cary Street Road heading east in the right lane. Directly in front of the drive way for 4509 Cary Street Road.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015039&type=new_cs180221194457&viewRole=,DPW000015039,Assigned,2018-12-28-9:05-am,"I can't find a category that fits this request. In two different places, on the sidewalk in front of George Wythe HS, the school fence is falling down and leaning on to the sidewalk. This is unsafe for pedestrians on that sidewalk and looks poorly upon how we care about our schools."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=RPD000000464&type=new_cs180529151322&viewRole=,RPD000000464,,2018-12-28-8:58-am,"Blue abandoned junk car, disabled, does not have valid inspection or registration, has been sitting for over a month please tow this and move off my street."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015037&type=new_cs180301154109&viewRole=,DPW000015037,Assigned,2018-12-28-8:53-am,right lane of east bound Midlothian Turnpike between Chippenham Parkway overpass and traffic light entering old K-mart shopping area --- motorists hit it merging on to Midlothian after exiting off of Chippenham.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000015036&type=new_cs180301154109&viewRole=,DPW000015036,Assigned,2018-12-28-8:46-am,"would like to have gravel put down , when it rains the water just runs right into the yard."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000003230&type=new_cs180226204420&viewRole=,DPU000003230,,2018-12-28-8:14-am,In the alley way of 4504 Stuart Ave; pole no H003 (1) streetlight out.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000003229&type=new_cs180226204420&viewRole=,DPU000003229,,2018-12-27-9:27-pm,Streetlight burned out..
