Service Request,Status URL,Status,Request Date,Description
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002944&type=new_cs180226204420&viewRole=,DPU000002944,,2018-11-30-7:56-pm,street light out. Called on phone 28th but still out.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002943&type=new_cs180226204420&viewRole=,DPU000002943,,2018-11-30-5:17-pm,Streetlight out at 2800 West Marshall St. Please repair. Thank you.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000013263&type=new_cs180221194656&viewRole=,DPW000013263,Assigned,2018-11-30-4:41-pm,"Citizen states she has a tree on the side of her home on Mcrand Street, she concerned about the large dead lims falling on to her home, and the safely of citizen walking down the street.."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002942&type=new_cs180228155543&viewRole=,DPU000002942,Assigned,2018-11-30-4:36-pm,"Citizen states there is sink hole in front of her home, she would like for someone to come out and fill the hole. She states some one came out to put a cone there but nothing has been done to it since then."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002941&type=new_cs180226204420&viewRole=,DPU000002941,,2018-11-30-4:21-pm,"There are approximately 4 streetlights out on the westerly side of West Broad Street starting at 1500 West Broad by Starbucks/bus stop, continuing over Lombardy Street - west to at or around 1600 West Broad past Lowe's. Please repair. Thank you.."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000013261&type=new_cs180301154109&viewRole=,DPW000013261,Assigned,2018-11-30-4:18-pm,There is a large pothole in front of the property. It is making the sidewalk start to buckle.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002940&type=new_cs180228212504&viewRole=,DPU000002940,Assigned,2018-11-30-4:12-pm,The stormwater basin and curb needs cleaning. It is clogged and filled with water all the time. Smells bad. Some of the pavement is coming up on that corner too..
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000013260&type=new_cs180301154109&viewRole=,DPW000013260,Assigned,2018-11-30-3:43-pm,Group of 4-5 potholes on the block.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000013255&type=new_cs180301154109&viewRole=,DPW000013255,Assigned,2018-11-30-3:09-pm,Citizen stated that sidewalk needs to be repaired due to immediate injury to his wife.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=RPD000000434&type=new_cs180529151322&viewRole=,RPD000000434,,2018-11-30-3:01-pm,Caller states there is an abandoned vehicle behind this address on Alpine Ave - she thinks it is a tan color - she says it does not have license plates and it looks like its been in a wreck.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002939&type=new_cs180228212904&viewRole=,DPU000002939,,2018-11-30-2:41-pm,Citizen would like to know where the clogging of the drain is coming from he has submitted original request a year ago Request#70643 the drain is in between his home and neighbors.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000013243&type=new_cs180221194032&viewRole=,DPW000013243,Assigned,2018-11-30-2:12-pm,multiple holes in alley/ gravel about 4-5.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002938&type=new_cs180228155543&viewRole=,DPU000002938,Assigned,2018-11-30-1:58-pm,would like to report a sinkhole and if not filled some one will ruin their vehicle.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000013235&type=new_cs180301154109&viewRole=,DPW000013235,Assigned,2018-11-30-1:19-pm,Big ass sink hole opening up in the road.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000013234&type=new_cs180221194423&viewRole=,DPW000013234,,2018-11-30-1:08-pm,"The intersection had 4 Way Stop Signs and two were attached to the fence during construction, now that construction is finished the fence is down and the stop are missing at the intersection. 19th and Cedar Street,."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000013233&type=new_cs180221194423&viewRole=,DPW000013233,,2018-11-30-1:03-pm,"there were 4 Way stop signs at 19th and Marshall and now that the construction is finished, the fence is down and the signs that were attached to the fence are missing."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002937&type=new_cs180226204420&viewRole=,DPU000002937,,2018-11-30-12:31-pm,2 out of the four lights on the street in front of property are out ..
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002936&type=new_cs180221191708&viewRole=,DPU000002936,Assigned,2018-11-30-12:29-pm,would like light placed directly in front of property has a 2 acre light not sure about how many lights to keep property lit.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000013231&type=new_cs180221194423&viewRole=,DPW000013231,,2018-11-30-12:27-pm,sign leaning over.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000013230&type=new_cs180221192758&viewRole=,DPW000013230,Assigned,2018-11-30-12:26-pm,Wood from tree cut down by Dominion Power in alley behind my house.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000013229&type=new_cs180221194457&viewRole=,DPW000013229,Assigned,2018-11-30-12:25-pm,at the corner of brinser and thruman vegetation over grown.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000013225&type=new_cs180221194656&viewRole=,DPW000013225,Assigned,2018-11-30-12:04-pm,CITIZEN CALLED TO STATE THAT THERE'S IS A TREE LEANING OVER AND IF THE GROUND GETS WET IT MAY FALL.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000013222&type=new_cs180221194656&viewRole=,DPW000013222,Assigned,2018-11-30-11:53-am,Tree ready to fall on someone house.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000013221&type=new_cs180301154109&viewRole=,DPW000013221,Assigned,2018-11-30-11:52-am,Potholes on Biggs Rd and Warwick Village Dr.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000013220&type=new_cs180221194032&viewRole=,DPW000013220,Assigned,2018-11-30-11:51-am,Pothole in alley behind 1321 Hull Street.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=RPD000000433&type=new_cs180529151350&viewRole=,RPD000000433,,2018-11-30-11:48-am,Vehicles parked in fire lane.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002935&type=new_cs180226204420&viewRole=,DPU000002935,,2018-11-30-11:32-am,Streetlight is blinking but most of the time it stays off for long period time then back to blinking..
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000013216&type=new_cs180221194656&viewRole=,DPW000013216,Assigned,2018-11-30-11:23-am,Citizen states that Tree on City property is leaning and therefore the limbs are on her property and she is afraid that the limbs are going to fall on her or her roof.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000013214&type=new_cs180301154109&viewRole=,DPW000013214,Assigned,2018-11-30-11:04-am,"Citizen wants to report pothole, he states that someone can mess their car up from the pothole. this is his second request. 1st request DPW11561."
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000013212&type=new_cs180221194423&viewRole=,DPW000013212,,2018-11-30-11:00-am,Caller states the sign is leaning over and will likely fall over soon.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000002934&type=new_cs180228212504&viewRole=,DPU000002934,Assigned,2018-11-30-10:59-am,The basin is clogged with sand/debris causing excess flow along the roadway and flooding of the sidewalk along 25th Street. Condominium owners have been experiencing water infiltration during heavy rain events.
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000013210&type=new_cs180301154109&viewRole=,DPW000013210,Assigned,2018-11-30-10:56-am,2 potholes in front of property.
