Label,Longitude, Latitude, Active, StoryIndex
Akron,-81.5190053,41.0814447,FALSE,1
Albany,-73.7544623,42.6518011,FALSE,2
Asheville,-82.5483845,35.5954338,FALSE,3
Atlanta,-84.3903931,33.7488933,FALSE,4
Atlantic City,-74.4283737,39.3634694,FALSE,5
Augusta,-81.9617529,33.4712186,FALSE,6
Aurora,-88.3145839,41.7566495,FALSE,7
Baltimore,-76.6106755,39.2908618,FALSE,8
Battle Creek,-85.1792618,42.3167819,FALSE,9
Binghamton,-75.9120405,42.0963596,FALSE,10
Birmingham,-86.8110063,33.5202044,FALSE,11
Boston,-71.057993,42.360406,FALSE,12
Boston MSA,-71.20972,42.33694,FALSE,13
Buffalo,-78.879203,42.8865785,FALSE,14
Canton,-81.3764183,40.7976461,FALSE,15
Charleston,-81.6385313,38.350822,FALSE,16
Charlotte,-80.83863771,35.2218744,FALSE,17
Chattanooga,-85.3074559,35.0433758,FALSE,18
Chicago,-87.6319365,41.8838677,FALSE,19
Cleveland,-81.6936405,41.5050966,FALSE,20
Columbus,-84.874946,32.510197,FALSE,21
Columbus,-82.99879,39.96118,FALSE,22
Dallas,-96.7973409,32.7761782,FALSE,23
Dayton,-84.194052,39.75962,FALSE,24
Denver,-104.9870102,39.7347109,FALSE,25
Detroit,-83.2301285,42.4057786,FALSE,26
Duluth,-92.1052749,46.7838139,FALSE,27
Durham,-78.8992581,35.9960807,FALSE,28
East Hartford,-72.6452386,41.7660088,FALSE,29
Erie,-80.085369,42.1285362,FALSE,30
Evansville,-87.5672831,37.9736513,FALSE,31
Flint,-83.6849499,43.0115152,FALSE,32
Fort Wayne,-85.1392037,41.080948,FALSE,33
Fresno,-119.7845327,36.7396327,FALSE,34
Grand Rapids,-85.6715216,42.9692625,FALSE,35
Greensboro,-79.7927289,36.0709096,FALSE,36
"Hamilton, OH",-84.5593916,39.3984751,FALSE,37
Chicopee,?-72.600060,?42.155258,FALSE,38
Indianapolis,-86.1535389,39.7679616,FALSE,39
Jacksonville,-81.6590458,30.3300681,FALSE,40
Joliet,-88.0851146,41.5243618,FALSE,41
Kalamazoo,-85.5855688,42.2893429,FALSE,42
Kansas City,-94.5778788,39.1003675,FALSE,43
Kenosha,-87.8204873,42.5878064,FALSE,44
Knoxville,-83.917204,35.9609102,FALSE,45
Gary,-87.3364856,41.6035367,FALSE,46
Lexington,-84.4955898,38.0447316,FALSE,47
Los Angeles,-118.2426533,34.0537136,FALSE,48
Louisville,-85.7606166,38.2545899,FALSE,49
Lynchburg,-79.1425943,37.4140344,FALSE,50
Macon,-83.6322393,32.8360015,FALSE,51
Madison,-89.3823295,43.0724845,FALSE,52
Manchester,-71.4633151,42.9910506,FALSE,53
Miami,-80.2337805,25.7277337,FALSE,54
Milwaukee,-87.9097949,43.0417613,FALSE,55
Minneapolis,-93.2654276,44.9772807,FALSE,56
Mobile,-88.042589,30.689304,FALSE,57
Montgomery,-86.3077368,32.3792233,FALSE,58
New Haven,-72.9240018,41.3074532,FALSE,59
New Orleans,-90.0771376,29.9520391,FALSE,60
New York,-74.006059,40.7127744,FALSE,61
New York MSA,-74.163755,40.858433,FALSE,62
Newport News,-76.429766,36.977277,FALSE,63
Norfolk,-76.2857081,36.8446001,FALSE,64
Oakland,-122.2724809,37.805364,FALSE,65
Oklahoma,-97.5207185,35.4689511,FALSE,66
Oshkosh,-88.5413095,44.0202136,FALSE,67
Philadelphia,-75.1635996,39.9523789,FALSE,68
Pittsburgh,-79.9966742,40.4382355,FALSE,69
Pontiac,-83.2875884,42.636651,FALSE,70
Portland,-122.6791086,45.5148105,FALSE,71
Racine,-87.7899682,42.7258014,FALSE,72
Richmond,-77.4329576,37.5409927,FALSE,73
Roanoke,-79.9450153,37.2710404,FALSE,74
Rochester,-77.614936,43.1569998,FALSE,75
Rockford,-89.0881501,42.2676848,FALSE,76
Sacramento,-121.4935297,38.5818918,FALSE,77
Saginaw,-83.9473847,43.4196147,FALSE,78
San Diego,-117.1633449,32.7172573,FALSE,79
San Francisco,-122.4192646,37.7792597,FALSE,80
San Jose,-121.8859291,37.3376876,FALSE,81
Seattle,-122.3298442,47.6038962,FALSE,82
South Bend,-86.253069,41.6753807,FALSE,83
Spokane,-117.4241783,47.6604392,FALSE,84
"Springfield, IL",-89.6444749,39.7989997,FALSE,85
"Springfield, MO",-93.2920542,37.2169152,FALSE,86
St Joseph,-94.8467328,39.768577,FALSE,87
St Louis,-90.1993389,38.6268404,FALSE,88
St Petersburg,-82.6398544,27.7729985,FALSE,89
Stamford,-73.542809,41.051343,FALSE,90
Stockton,-121.2916822,37.956995,FALSE,91
Syracuse,-76.1491182,43.0500445,FALSE,92
Tacoma,-122.4417921,47.2558492,FALSE,93
Tampa,-82.4572301,27.9476551,FALSE,94
Toledo,-83.5347955,41.6555462,FALSE,95
Trenton,-74.7588818,40.2203901,FALSE,96
Utica,-75.2358019,43.1011949,FALSE,97
Wichita ,-97.3395984,37.6926075,FALSE,98
Winston-Salem,-80.2429183,36.0952657,FALSE,99
Youngstown,-80.6513337,41.099955,FALSE,100
